Term,drug_candidate,Adjusted P-value,P-value,Combined Score,Overlap,Genes,query_name,query_description
5255229-833,5255229,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,IL1RN;IL1R1;FBLN1;NEAT1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
letrozole-2916,letrozole,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,IL1RN;DNAJA4;DPYSL3;CXCR4,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
tretinoin-6170,tretinoin,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,CCL20;SERPINB9;TIMP1;FBP1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
quinisocaine-4207,quinisocaine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;IL18RAP;TNFAIP3;INHBA,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
thioridazine-1171,thioridazine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,IL18RAP;CCL20;CCL4;HIVEP2,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
trifluoperazine-5584,trifluoperazine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;TNFAIP3;GEM;BIRC3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
methylbenzethonium chloride-6045,methylbenzethonium chloride,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;NEAT1;PLTP;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
(-)-isoprenaline-4495,(,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,AKAP12;COL3A1;EPAS1;PTGS2,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
phenoxybenzamine-5248,phenoxybenzamine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;RGS2;HMOX1;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
proglumide-3972,proglumide,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,C3;VCAN;CD8A;IGHA1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
MS-275-7074,MS,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,IL1RN;CXCR4;PTGS2;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
tanespimycin-1226,tanespimycin,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,BAG3;HMOX1;FBLN1;TM4SF1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
tanespimycin-1225,tanespimycin,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,RGS2;BAG3;FN1;HMOX1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
CAY-10397-7082,CAY,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,RNF24;TAOK1;HIST1H1D;MMP9,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
chlorcyclizine-3893,chlorcyclizine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;XAF1;TM4SF1;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
resveratrol-1715,resveratrol,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,SOCS2;EGR1;PTGS2;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
butyl hydroxybenzoate-6446,butyl hydroxybenzoate,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;APOC1;TNFAIP3;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
trichostatin A-7077,trichostatin A,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,HMOX1;NEAT1;GEM;BIRC3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
altretamine-4627,altretamine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,VCAN;LPL;MMP9;DCN,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
5109870-904,5109870,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;HMOX1;TNFAIP3;CXCR4,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
betulinic acid-3281,betulinic acid,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;HMOX1;TNFAIP3;MMP19,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
tanespimycin-4450,tanespimycin,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,COL3A1;HMOX1;NEAT1;PTGS2,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
monorden-999,monorden,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,RGS2;HMOX1;CXCR4;SERPINB9,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
palmatine-4957,palmatine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,STEAP4;COL14A1;INHBA;TM4SF1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
benzamil-3635,benzamil,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,IL1RN;APOC1;TM4SF1;BIRC3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
nadide-7227,nadide,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,DNAJA4;CXCR4;FRMD4B;BIRC3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
benzethonium chloride-2508,benzethonium chloride,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,COL1A2;IL1R1;HIST1H1D;DCN,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
trichostatin A-4112,trichostatin A,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,AKAP12;RGS2;SERPINB9;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
lanatoside C-4328,lanatoside C,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;TNFAIP3;PTGS2;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
trichostatin A-6454,trichostatin A,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,AKAP12;CXCR4;SERPINB9;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
thalidomide-7288,thalidomide,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,C3;COL3A1;APOC1;DCN,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
thioperamide-5270,thioperamide,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,COL14A1;FN1;PLTP;DCN,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
trichostatin A-5976,trichostatin A,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,AKAP12;RGS2;SERPINB9;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
trichostatin A-5511,trichostatin A,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,RGS2;FN1;SERPINB9;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
quinisocaine-4791,quinisocaine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;TNFAIP3;FRMD4B;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
felodipine-5294,felodipine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;TAOK1;HMOX1;TNFAIP3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
captopril-1488,captopril,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;IGHG1;TAOK1;NEAT1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
dinoprostone-6547,dinoprostone,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,AKAP12;EPAS1;HMOX1;PTGS2,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
lanatoside C-3963,lanatoside C,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;TNFAIP3;NEAT1;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
trichostatin A-6891,trichostatin A,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,AKAP12;RGS2;SERPINB9;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
monobenzone-3054,monobenzone,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,COL3A1;TNFAIP6;SFTPA2;BIRC3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
metrizamide-4156,metrizamide,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,IL1R1;COL14A1;CXCR4;TM4SF1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
trimethylcolchicinic acid-4202,trimethylcolchicinic acid,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,FN1;HBB;TNFAIP3;MMP9,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
15-delta prostaglandin J2-2691,15,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,TNFAIP6;BAG3;DNAJA4;HMOX1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
prenylamine-5489,prenylamine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;HMOX1;TNFAIP3;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
nalidixic acid-4691,nalidixic acid,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,SPARC;CXCR4;FBLN1;DCN,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
isosorbide-2183,isosorbide,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,VCAN;CCL20;DNAJA4;MMP19,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
domperidone-4640,domperidone,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,COL3A1;TNFAIP3;PTGS2;BIRC3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
mefloquine-1364,mefloquine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,IGKC;GPNMB;CCL4;SPP1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
fluphenazine-6954,fluphenazine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;CXCR4;NEAT1;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
pseudopelletierine-7184,pseudopelletierine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,SOCS2;RGS2;COL14A1;HMOX1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
trichostatin A-7043,trichostatin A,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;RGS2;SERPINB9;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
trichostatin A-3746,trichostatin A,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,RNF24;CCL20;CXCR4;NEAT1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
prenylamine-5070,prenylamine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;COL14A1;HMOX1;PTGS2,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
tamoxifen-2212,tamoxifen,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;TNFAIP3;GEM;BIRC3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
phenazopyridine-6234,phenazopyridine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,RNF24;LPL;TNFAIP3;INHBA,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
amrinone-3465,amrinone,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,HIST1H1D;S100A12;FBLN1;FILIP1L,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
myricetin CTD 00001847,myricetin CTD 00001847,0.0072449780865059,0.0015979577835658,55.34658305163635,4/100,HMOX1;PTGS2;MMP9;FBP1,Fallback_DSigDB,Combined signature vs DSigDB
salbutamol-7376,salbutamol,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,IL1R1;EPAS1;TAOK1;TM4SF1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
fenoterol-6331,fenoterol,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,AKAP12;IGHG1;EPAS1;TM4SF1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
protriptyline-3119,protriptyline,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,IGHG1;DPYSL3;HMOX1;HBB,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
spiperone-5777,spiperone,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,HMOX1;TNFAIP3;INHBA;PTGS2,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
pizotifen-5072,pizotifen,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,TNFAIP3;INHBA;PTGS2;BIRC3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
ivermectin-2213,ivermectin,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,IL1RN;TNFAIP3;TM4SF1;BIRC3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
geldanamycin-6187,geldanamycin,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,RGS2;BAG3;DNAJA4;HMOX1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
dl-alpha tocopherol-4961,dl,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,COL1A2;COL14A1;FRMD4B;HIVEP2,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
clonidine-1555,clonidine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,IL1RN;CCL20;TIMP1;PTGS2,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
trichostatin A-6551,trichostatin A,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,RGS2;FN1;SERPINB9;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
chrysin-6485,chrysin,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;VCAN;FBLN1;TM4SF1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
trichostatin A-4483,trichostatin A,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,RNF24;NEAT1;IGHA1;BIRC3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
sirolimus-5218,sirolimus,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,GPNMB;TAOK1;NEAT1;IGHA1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
procarbazine-3533,procarbazine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,C3;IGHG1;FN1;DCN,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
mexiletine-3862,mexiletine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,APOC1;FN1;CXCR4;NEAT1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
monorden-836,monorden,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,RGS2;RNF24;HMOX1;DCN,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
probucol-5261,probucol,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,C3;APOC1;TM4SF1;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
trichostatin A-1793,trichostatin A,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,RNF24;ARID5B;CXCR4;NEAT1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
fludroxycortide-7378,fludroxycortide,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,NNMT;IL1R1;EPAS1;TAOK1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
adenosine phosphate-1622,adenosine phosphate,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;RGS2;CCL20;PTGS2,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
propafenone-2871,propafenone,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,RGS2;COL3A1;FN1;FBLN1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
vitexin-4588,vitexin,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,IGHG1;VCAN;GPNMB;APOC1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
fulvestrant-6925,fulvestrant,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,IL1RN;EPAS1;CXCR4;DCN,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
trichostatin A-6546,trichostatin A,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,RNF24;HMOX1;NEAT1;BIRC3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
trichostatin A-2084,trichostatin A,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,RNF24;CCL20;CXCR4;NEAT1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
etilefrine-4590,etilefrine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,AKAP12;EPAS1;PTGS2;TM4SF1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
methapyrilene-3205,methapyrilene,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,IL1RN;IGHG1;STEAP4;TM4SF1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
alvespimycin-5210,alvespimycin,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,RGS2;HMOX1;CXCR4;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
geldanamycin-2688,geldanamycin,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,COL1A2;BAG3;COL14A1;FRMD4B,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
proscillaridin-2920,proscillaridin,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,TNFAIP6;TNFAIP3;GEM;BIRC3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
colchicine-4614,colchicine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,AKAP12;COL3A1;TNFAIP3;PTGS2,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
methylergometrine-1607,methylergometrine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,IL1RN;CCL20;FUCA1;TIMP1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
carbamazepine-835,carbamazepine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;RGS2;CD8A;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
prasterone-6673,prasterone,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,COL14A1;PLEK;HMOX1;CXCR4,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
proadifen-7165,proadifen,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;IL1RN;TNFAIP3;CXCR4,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
alprenolol-6789,alprenolol,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,C3;IGHG1;GPNMB;FBLN1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
astemizole-4471,astemizole,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;HMOX1;TNFAIP3;PTGS2,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
bezafibrate-4999,bezafibrate,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,STEAP4;INHBA;FILIP1L;BIRC3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
nomifensine-1378,nomifensine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,RGS2;CCL4;FN1;PTGS2,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
lomefloxacin-2310,lomefloxacin,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,IL1RN;TAOK1;S100A12;FRMD4B,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
levobunolol-3354,levobunolol,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,IL1RN;APOC1;HMOX1;INHBA,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
mianserin-5786,mianserin,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;TNFAIP3;PTGS2;BIRC3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
iopromide-2739,iopromide,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,IL1RN;IL1R1;IGHA1;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
mexiletine-2364,mexiletine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,SOCS2;IL1RN;IGHG1;TNFAIP6,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
luteolin-3379,luteolin,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;STEAP4;FCGR3B;XAF1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
piperlongumine-2757,piperlongumine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;RGS2;HMOX1;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
felodipine-848,felodipine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;TNFAIP3;HIVEP2;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
isopropamide iodide-3461,isopropamide iodide,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;IL1RN;STEAP4;HIST1H1D,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
riluzole-2295,riluzole,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,COL3A1;IGKC;CD8A;NEAT1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
alimemazine-2736,alimemazine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,IL1RN;SFTPA2;INHBA;IGHA1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
trichostatin A-5625,trichostatin A,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,RGS2;SERPINB9;NEAT1;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
adipiodone-3111,adipiodone,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,IGHG1;DPYSL3;FN1;HBB,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
perphenazine-1956,perphenazine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,IL1RN;HMOX1;TNFAIP3;TM4SF1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
mestranol-4208,mestranol,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;DNAJA4;CXCR4;FBLN1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
LY-294002-5942,LY,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,NNMT;APOC1;TM4SF1;DCN,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
suloctidil-5021,suloctidil,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;HMOX1;TNFAIP3;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
myosmine-3634,myosmine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,IL1RN;COL1A2;CXCR4;DCN,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
artemisinin-7007,artemisinin,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,AKAP12;TAOK1;CXCR4;FILIP1L,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
(-)-MK-801-5003,(,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,STEAP4;HMOX1;INHBA;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
tolazamide-4003,tolazamide,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;COL3A1;TNFAIP3;PTGS2,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
ethoxyquin-3421,ethoxyquin,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,CD8A;TAOK1;HMOX1;TM4SF1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
trichostatin A-3332,trichostatin A,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,RGS2;HBB;SERPINB9;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
trichostatin A-6784,trichostatin A,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,CXCR4;SERPINB9;NEAT1;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
orphenadrine-4359,orphenadrine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,VCAN;EPAS1;APOC1;TNFAIP3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
trichostatin A-3510,trichostatin A,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,RGS2;SERPINB9;NEAT1;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
fluspirilene-6463,fluspirilene,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;TNFAIP3;FBLN1;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
spiramycin-3419,spiramycin,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,C3;RNF24;HIVEP2;TM4SF1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
terazosin-5831,terazosin,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,IL1RN;VCAN;HIST1H1D;DCN,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
harman-4584,harman,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,VCAN;NNMT;FN1;DCN,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
bisacodyl-5677,bisacodyl,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;CXCR4;XAF1;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
trichostatin A-2370,trichostatin A,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,RGS2;IGHG1;TNFAIP6;EPAS1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
bepridil-2629,bepridil,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;TNFAIP3;FBLN1;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
trichostatin A-6316,trichostatin A,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,RNF24;CXCR4;NEAT1;BIRC3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
trichostatin A-981,trichostatin A,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,RGS2;SERPINB9;NEAT1;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
PNU-0230031-3629,PNU,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,IL1RN;PLEK;APOC1;PLTP,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
"1,4-chrysenequinone-7139","1,4",0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;BAG3;HMOX1;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
fludrocortisone-4342,fludrocortisone,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,IL1RN;STEAP4;NNMT;HIST1H1D,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
corbadrine-7208,corbadrine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,RGS2;CD8A;HMOX1;IGHA1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
thioproperazine-6265,thioproperazine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,IGKC;INHBA;NEAT1;DCN,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
vorinostat-1000,vorinostat,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,RGS2;SERPINB9;NEAT1;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
